Customer_ID,account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned
92abfd06-695b-4c4e-8dfb-683878bc9c83,38,62.09,1,18,0.402,0.0896,1,No,3.2,0.726,4.89,5.2,8.92,5.4,No
66a4a18c-3242-4ea8-868b-ad46072e30c2,20,17.16,6,15,0.525,0.0032,1,No,2.5,0.853,2.75,5.28,7.07,6.6,No
c9dcc872-fbc0-41f3-9324-b3b28489d8b4,31,104.72,24,3,0.185,0.0856,0,No,4.2,0.875,3.86,7.05,8.57,3.7,No
85e15c65-bb22-4a3f-8857-2dfc1a0a98e8,30,42,1,9,0.325,0.0408,0,No,0.7,0.836,3.74,4.82,8.6,5,No
abeb94e8-587f-4dde-8ae6-f4bcf048604c,48,252.19,13,9,0.316,0.0944,1,No,3.1,0.718,4.6,6.02,8.62,3.7,No
5f3dadae-cdfd-47f4-81db-29db6fe48cb7,25,99.06,1,46,0.085,0.1176,0,No,1.9,0.252,4.46,3.37,9.07,3,Yes
be1ff443-4d07-4c07-bb80-b3560cd290a9,10,79.6,11,37,0.254,0.056,1,No,0.9,0.861,3.85,3.82,8,4.3,No
618ed2e8-fd08-4c8b-8174-57834a7f6233,60,92.7,31,31,0.139,0.0544,2,Yes,1.4,0.712,3.75,4.95,7.24,3.4,No
7f534a2f-8b97-496b-9c65-af1fa2b690dd,17,30.52,5,31,0.404,0.0328,1,No,3.8,0.758,3.55,4.88,7.77,5.6,No
04ffd8eb-49b7-44aa-8ed2-6a8861763a0c,9,18.88,7,37,0.497,0.0792,0,No,4.5,0.37,4.11,4.88,8.85,6.4,No
ca9e16be-d0ec-40b8-b22f-b25f7e830e36,43,73.55,33,5,0.27,0.0432,1,No,4.5,0.44,3.95,7.35,8.14,4.4,No
05d0401f-2b56-4a54-87d3-bd176ccabe30,58,122.8,1,23,0.43,0.0128,0,No,4,0.489,5,5.22,9.96,5.3,No
46b4e9e8-39f6-4822-b8e0-7fc18e13bbbe,32,56.19,9,3,0.326,0.0752,3,No,1.7,0.139,2.32,5.72,5.07,4.9,No
90b0963e-744b-49d0-9d37-c9f5dddedb8a,24,105.02,1,2,0.394,0.1384,1,No,4,0.252,4.99,6.27,8.86,5.1,No
5bcac8ba-6c3c-41cc-8f22-4d37aa063755,16,39.71,1,36,0.185,0.0104,0,No,4.2,0.717,3.75,4.63,8.72,4.1,No
c3759891-ab1b-43eb-b98b-62eda1c4f135,46,46.68,58,16,0.258,0.0408,1,No,4.2,0.13,4.49,7.27,8.69,4.5,No
637a6395-74c0-4f99-91da-b617af5b4741,12,69.25,4,44,0.353,0.0024,0,No,3.9,0.307,3.63,4.23,8.62,5.1,No
77b69b07-ec8a-4877-9784-596e97832649,35,54.99,9,20,0.22,0.0152,0,No,1,0.703,4.35,4.63,9.3,4.2,No
7c628007-af2f-4f6a-ad02-00c240076f66,53,113.13,14,14,0.674,0.0448,0,No,3.2,0.67,3.47,5.83,8.32,7,No
de5b6eff-bbf4-4a4a-9d09-e473ae978995,43,108.29,11,33,0.461,0.2024,0,No,1.3,0.807,3,4.15,7.33,5.6,No
b1500151-2d18-43b3-a5ba-dce3be3b27d9,47,69.01,24,7,0.272,0.0056,0,No,4.3,0.58,3.83,6.88,8.81,4.5,No
adeb8851-6986-4c22-98c4-f3e463f5c2cd,46,49.79,1,145,0.175,0.0416,2,No,2.1,0.777,2.66,1,6.19,3.9,Yes
4a3d40f1-1478-4843-b5b1-6a9ddbccd840,17,52.97,1,21,0.498,0.1088,1,No,0,0.795,2.92,3.98,6.89,6.2,No
38458db2-1ac6-40d7-84c2-2f69cd44be52,29,276.57,1,32,0.226,0.0272,1,No,1,0.909,3.73,3.77,7.97,2.9,No
a4622ed5-4bcb-4eec-9f42-f7f50069ce87,57,153.83,1,1,0.221,0.1136,0,Yes,7,0.246,4.58,7.32,9.2,3.6,No
443ef159-05ce-4c90-b61e-b1cd32b62cc0,36,38.57,10,19,0.008,0.0344,1,No,3.5,0.522,3.61,5.55,7.83,2.8,No
3a849d1f-bfe9-4eb4-b0a9-e8e8c0c75915,35,61.3,18,27,0.142,0.0352,2,No,0.7,0.538,4.61,4.48,8.16,3.6,No
0350eb15-d06c-4e0b-9f00-5fc6569e668d,4,57.75,1,209,0.508,0.0224,0,No,1.6,0.654,4.93,1,9.86,6.2,Yes
5ba79a3d-b364-40cd-809e-982b8f09e106,7,50,2,20,0.476,0.0224,0,Yes,0.9,0.444,3.67,4.37,8.6,6,No
81c49701-20ad-4db6-bc29-d81e0399f49e,19,91.11,5,16,0.313,0.024,0,No,2.6,0.254,4.88,5.23,9.8,4.6,No
da968ec9-8ceb-4857-aace-570be658076f,47,50.46,24,22,0.183,0.0984,1,Yes,0,0.37,3.08,4.7,7.09,4,No
89837ac9-74e2-4bc4-8ef2-cdd72f2cf02b,28,67.56,1,48,0.047,0.0088,1,No,0.5,0.442,3.64,2.8,7.94,2.9,Yes
66d7700c-2dcf-4df9-9649-4b4e1fd67968,41,77.01,31,2,0.145,0.0264,1,No,1.8,0.662,2.96,6.53,7.21,3.6,No
17de81c3-3847-42c9-a68a-325311a8a26c,22,28,1,14,0.177,0.0856,0,Yes,3.3,0.643,3.8,5.43,8.51,4.1,No
3e9a8f2a-28f9-4d58-bb78-9517d3096333,21,89.44,6,5,0.256,0.0992,0,No,4.3,0.732,3.52,6.38,8.19,4.3,No
d52d2f11-874a-4be5-9994-762f2ed05986,5,73.07,2,32,0.073,0.0864,1,No,1.4,0.794,4.36,3.93,8.41,3.1,No
5d6c3f0e-809d-4027-887e-0e26d480f450,45,31.34,1,3,0.175,0.0672,1,No,4.9,0.862,3.59,6.52,7.7,4,No
ad9255b4-01d9-4337-84ce-e8a011262d17,49,106.98,1,53,0.521,0.052,0,No,7.1,0.502,4.37,4.75,9.2,6,No
f09a4e74-fb13-4d1b-a60c-7a1f09680b24,32,38.11,1,13,0.097,0.012,2,No,2.8,0.798,3.91,5.32,7.54,3.5,No
8da54b1a-0387-48ff-92f9-d7a9703d492b,60,59.11,16,9,0.45,0.0552,1,Yes,3.2,0.706,3.77,6.15,7.92,5.8,No
d8438cd1-0cc6-4e3d-a186-e24e0392a9af,1,182.13,1,11,0.436,0.132,1,No,2.6,0.35,3.3,5.35,7.19,5,No
6964c206-69e6-4a67-aa0a-16b251ba0fd5,20,76.02,6,2,0.521,0.1656,1,Yes,2.5,0.858,3.51,5.93,7.29,6.2,No
120a1efc-d754-4e20-b0ae-187e5428e499,28,116.62,1,48,0.411,0.0536,1,No,3.5,0.856,3.59,3.8,7.74,5.2,No
031f8ab6-d57f-471d-9af9-d82f0917a9fd,57,51.78,15,28,0.501,0.1184,0,No,3.9,0.472,4.29,5.4,8.9,6.2,No
4a94342f-ec44-4895-8be8-b43fa0d14d8d,44,90.18,1,13,0.439,0.188,2,No,2.8,0.459,3.51,5.32,6.55,5.5,No
716667eb-f57a-4a4b-8e49-6ab14b9a2c06,54,52.45,14,3,0.115,0.0624,0,No,6,0.375,4.39,7.32,9.18,3.5,No
269c1f3d-74cd-4480-91ba-09f79193ca8b,48,71.97,13,2,0.259,0.004,0,No,6.3,0.407,4.92,7.43,9.91,4.4,No
f88328c2-20a5-4a91-98df-bc1e9fa2a13d,37,109.42,10,27,0.035,0.0432,0,No,2.2,0.785,3.59,4.72,8.45,2.6,No
ead6971f-c63e-4ca8-a0a9-be551f9954fa,60,75.37,1,32,0.057,0.0144,0,No,0,0.553,3.57,3.43,8.52,2.9,No
ea51e5dc-652a-499b-9127-09ef4c75fdee,12,118.81,4,6,0.312,0.1016,1,No,4.2,0.487,4.06,6.23,8.05,4.5,No
eb27077e-ef88-4af7-a854-6ee9b9a84d1f,18,210.62,1,29,0.383,0.0136,0,No,4.5,0.841,4.59,5.08,9.54,4.4,No
02727830-8975-4a82-8bd1-b47ac54cbf80,53,94.06,27,14,0.583,0.2264,0,No,3.2,0.517,4.56,6.27,8.81,6.5,No
3ca434cc-4d1b-4d7a-89c6-b1bb51f3bd67,45,46.2,1,40,0.304,0.0144,0,Yes,3.2,0.498,5,4.1,9.95,4.9,No
d08175df-70f1-4114-8c4d-3b224195580e,51,57.36,13,17,0.125,0.244,4,Yes,1.8,0.912,1.71,5.18,3.23,3.5,No
b6619e34-1348-4aa5-bab8-891503674c0e,50,155.7,13,100,0.11,0.0632,0,No,2.6,0.631,3.75,1.3,8.54,2.8,Yes
e982bfb0-e4b3-4601-8b5c-0dc936a2ed40,5,82.15,2,11,0.116,0.0528,0,No,3,0.6,3.89,5.52,8.71,3.3,No
ed36a92c-197a-4f47-b907-1089e93fa73b,31,75.03,1,55,0.09,0.0288,1,No,4.2,0.537,3.65,3.68,7.89,3.2,No
ad428e18-fd92-4b7e-9bba-4051dd9091de,2,79.89,2,1,0.096,0.0192,3,No,4.1,0.497,4.64,6.38,7.58,3.2,No
7e9c65ed-8076-4d3c-9d39-ece067dbb13b,45,93.95,1,29,0.35,0.0208,2,No,1.8,0.422,3.66,4.18,7.26,4.9,No
e68b713c-71eb-4366-bf72-78a278e2c3a6,59,50.1,30,27,0.516,0.0848,2,No,3,0.225,3.8,5.65,7.18,6.3,No
67a71bbf-613a-4153-beef-fbed204275eb,9,185.63,1,11,0.544,0.0096,0,No,4.3,0.605,4.47,5.92,9.44,5.7,No
3d6c5b20-1eba-4090-a8bf-32722c139ad4,2,112.17,2,5,0.196,0.0776,0,No,3.9,0.331,3.83,6.12,8.57,3.7,No
cb0d4a65-ac25-446c-83f4-0557389cd2ef,18,11.74,19,111,0.181,0.1504,2,No,0.9,0.691,4.34,1,7.51,4.2,Yes
10c9c7c1-f1a7-47d6-a11d-4b26f9dddc90,56,82.43,15,1,0.327,0.1264,0,Yes,0,0.306,4.47,5.45,9.05,4.8,No
a837d196-f052-4a49-9e78-56986762b95b,35,49.69,27,52,0.326,0.048,1,No,3.8,0.28,4.6,4.57,8.77,5,No
d213afee-5ee0-48e3-b635-eff43ac6ac05,44,105.45,12,45,0.334,0.1184,2,No,3.9,0.066,3.94,4.45,7.21,4.7,No
70f9bc57-0cb8-4eb1-a77e-b7a895ad9d50,25,74.15,7,104,0.155,0.028,1,Yes,3.5,0.722,4.84,1.4,9.08,3.6,Yes
65ba4105-c92c-4f11-8cc0-6d32a31156ba,16,14.55,9,20,0.117,0.1544,0,No,5.6,0.68,5,6.17,9.49,3.7,No
56b5d74a-2cd6-4eeb-8980-339245fb969e,58,29.25,44,27,0.354,0.0072,0,No,1.2,0.757,2.49,5.52,7.47,5.3,No
ec950ce9-4cb7-4a91-803a-4ad03adab2be,41,116.73,21,13,0.208,0.1176,1,No,1.7,0.217,4.54,5.62,8.48,3.8,No
49bbe2d6-9b92-4bf2-bbed-2dfc4feff80f,44,68.36,1,50,0.03,0.2056,0,No,8.2,0.229,4.17,5.27,8.48,2.8,No
e6cfe79f-531c-46c6-aa91-49c3ffba77ef,46,122.03,12,13,0.212,0.3312,3,No,1,0.529,3.22,5.08,5.12,3.8,No
78b53ffa-e02b-4bd6-bca7-9d99bfddabf6,20,51.49,6,111,0.093,0.0048,4,No,5,0.845,2.63,1.87,4.95,3.3,Yes
7a6614fb-3afe-46ef-9b91-1f23b2f3658a,59,116.62,1,5,0.33,0.0104,1,Yes,6.2,0.671,4.54,6.85,8.84,4.6,No
9b93bbac-854d-49bc-95eb-c5d89ed14923,4,57.95,1,47,0.188,0.0896,1,No,6,0.323,4.24,4.68,8.27,4,No
9d8c9de1-cd1a-4f5d-8391-ee22f340282f,53,103.44,1,13,0.118,0.0656,0,No,4.7,0.747,4.12,5.95,8.9,3.2,No
27233333-3bd7-4660-a4b2-8495bb60c6f3,32,74.03,9,27,0.474,0.0168,0,No,3.2,0.73,3.91,5.02,8.85,5.9,No
8c5215f0-3c3a-40df-b7d7-52a13b7cb967,52,50.97,14,119,0.094,0.096,2,No,3.3,0.611,3.74,1.57,7.09,3.4,Yes
efba5b64-caf5-49e3-bdc0-1ce98b82bb10,20,63.45,6,11,0.432,0.1816,2,Yes,6.4,0.426,4.74,6.78,7.8,5.6,No
b137b068-6727-473e-a2b2-e30bc7fc0349,39,117.65,30,24,0.413,0.0248,2,No,0.5,0.781,2.89,4.97,6.47,5.2,No
b151bc77-289a-4801-89da-f670a227c325,15,133.17,4,93,0.293,0.0728,1,No,0.8,0.568,2.89,1,6.98,4.3,Yes
f1626798-7a77-411f-92ce-623e2c3e6eae,18,80.9,5,5,0.185,0.036,0,No,4.5,0.458,3.54,6.42,8.42,3.8,No
6b97a764-e5f2-4877-bf85-d67024c34814,7,192.84,1,72,0.381,0.0032,0,No,3.6,0.501,4.93,2.63,9.92,4.5,Yes
c71c9925-4e41-4171-b844-a0c63cff4613,3,22.34,2,45,0.686,0.0576,0,No,0.3,0.662,3.41,2.92,8.22,7.7,Yes
9adb2486-c4a0-4a12-81ad-cdc5d50ed032,8,72.01,5,108,0.096,0.0768,1,No,1.8,0.908,4,1,8.08,3.2,Yes
dfa60077-c8f4-4452-8e49-7a35312d36c8,29,233.83,15,1,0.144,0.016,0,No,2,0.574,3.29,6.12,8.24,2.6,No
b402d6d5-1f45-4a65-b394-390c8b1f7740,8,27.63,3,25,0.254,0.068,0,No,4.5,0.728,4.83,5.35,9.6,4.6,No
aa2ee81c-29b9-4b90-ac33-d3d8c41e53c9,1,94.32,1,0,0.236,0.1208,0,No,2.7,0.836,4.5,5.93,9.1,4.1,No
f28ea0b9-3d69-4a75-958a-ad526d95bfe2,43,74.75,11,34,0.052,0.1416,0,No,3.6,0.883,5,4.87,9.53,2.9,No
5d7ac074-1166-4081-ab5b-dfc1285d8590,54,96.43,1,24,0.249,0.1056,1,No,0.4,0.637,3.75,3.97,7.73,4.2,No
e376c922-dcfc-4b12-abb1-626b8733897a,21,237.38,6,1,0.245,0.0696,1,No,3.8,0.783,3.7,6.42,7.8,3.3,No
fb2c0975-cbf5-4421-a528-b8f2bd592a8a,39,54.11,10,3,0.231,0.0552,0,Yes,6.3,0.727,5,7.28,9.82,4.3,No
51c5e68a-a000-4f6e-9e16-dea4850e9d78,45,131.95,12,2,0.529,0.0776,0,No,2.7,0.636,3.42,6.2,8.16,5.9,No
6c1c9816-7ece-4bff-83b6-2b63959bac4c,2,59.4,1,15,0.712,0.0664,1,No,2,0.597,3.35,4.95,7.46,7.6,No
a6ac07bc-5ef7-4533-9f20-10675a8270a8,34,266.05,9,12,0.338,0.0008,1,No,6.9,0.568,3.13,7,7.46,3.8,No
d6c3e388-7667-4e05-bcea-89e523eb2808,21,186.42,1,4,0.587,0.1976,2,Yes,0,0.879,4.53,4.83,7.54,6,No
c672e0e9-c772-423b-945c-cad64975e513,48,74.13,13,20,0.302,0.0192,1,No,1.6,0.335,3.02,4.97,7.29,4.7,No
1959d527-8f88-4bec-b50b-8f14f966ad22,33,47,17,71,0.028,0.1536,2,No,3.5,0.298,2.57,3.18,5.72,2.9,Yes
a5392e20-0d83-496f-8a5a-fd667ac27f00,56,32.41,15,31,0.326,0.0016,0,No,0.9,0.625,2.95,4.25,7.94,5.1,No
5c01cba1-5649-4fb4-836f-2cf0d6ab2cda,39,206.91,1,7,0.33,0.0376,0,No,7.3,0.606,4.85,7.12,9.72,4.1,No
2e0da62b-db65-4108-8c11-cf3a921d2126,57,36.64,15,11,0.372,0.1544,1,No,2.4,0.499,5,5.75,8.82,5.4,No
5b40ff67-33a6-4a8e-8882-9b55abc94c42,40,68.23,11,26,0.328,0.1472,2,No,2.7,0.962,4.33,4.97,7.51,4.9,No
8683e8f6-4070-4551-a7f5-147f31947db7,7,73.55,2,16,0.315,0.0304,0,No,0,0.526,4.58,4.27,9.48,4.8,No
e078968b-c7d3-4d1d-a891-ae2c8a329124,15,56.17,1,11,0.141,0.0176,3,No,0,0.656,2.55,4.48,5.49,3.6,No
25a3d835-f111-4aa6-9c68-e0c9aed0abf7,9,58.53,1,14,0.209,0.0248,0,No,6.9,0.729,4.81,6.63,9.73,4.1,No
32b4243e-0af2-43bc-b1b7-f3370db15a8c,30,16.93,16,35,0.269,0.0464,0,No,5.4,0.687,3.6,5.58,8.45,4.8,No
39cd3992-cfc2-4396-b7c3-aa2956d68ffb,44,38.22,1,3,0.278,0.1264,0,No,5.2,0.4,3.79,6.62,8.37,4.7,No
0a471103-325c-40c6-8ccb-6f689d8618d5,51,125.63,1,2,0.248,0.02,1,No,3,0.67,1.58,5.93,5.85,4,No
f001c37c-a231-49b1-a206-e7babc5df899,55,130.94,1,21,0.221,0.0296,0,No,5.4,0.178,3.84,5.78,8.74,3.8,No
c8baa61a-9e73-4815-946a-e7240e39fe1a,60,73.69,16,27,0.215,0.0072,1,Yes,4.3,0.838,3.12,5.62,7.43,4.1,No
31be0b00-2f5c-42c9-88f7-d6d5e9a67d54,53,81.37,14,12,0.341,0.0216,0,Yes,4,0.726,3.48,6.2,8.41,4.9,No
b6dd7b5c-842e-44f3-88ba-8765561980e5,17,65.01,9,12,0.415,0.0192,2,No,3.6,0.705,3.49,5.9,7.09,5.5,No
7687893f-db07-4ad4-98c8-e02c540f05e9,38,44.77,10,56,0.1,0.0128,1,No,4.2,0.503,2.79,3.93,7.08,3.4,Yes
e1a404a6-bc25-4419-98c9-bcfa7e092721,41,73.28,1,8,0.346,0.1848,2,No,2.2,0.559,2.79,5.37,5.84,5,No
66a5a2ea-eea6-4e20-b137-1c63f4f1bd74,39,37.72,1,47,0.325,0.0048,0,No,6,0.956,3.89,4.68,8.87,5,No
cb587191-f6fc-4875-ba34-af621655eb3c,48,75.88,13,67,0.295,0.1112,0,No,3.8,0.771,3.55,3.35,8.18,4.6,Yes
f7301da9-ded1-4b9f-ade2-c9078c2c90b9,21,61.51,1,5,0.087,0.0488,1,No,3.8,0.298,2.75,6.05,6.92,3.2,No
c6de4641-bbee-42bc-ba5c-7a88ac684147,3,154.54,2,16,0.305,0.0536,0,No,3.4,0.845,5,5.4,9.82,4.2,No
c853f0b7-4a67-413a-835d-abde19c8486f,37,94.43,19,10,0.268,0.252,0,No,0.5,0.558,3.56,5.3,7.72,4.3,No
9b9cfd7e-b805-4d67-bb4c-4f3ea233ac17,17,111.57,1,66,0.093,0.0528,0,No,0,0.643,4.38,1.73,9.2,3,Yes
495cac75-bea3-4302-9209-84a36c6449ae,17,29.55,5,0,0.471,0.0096,0,No,2.9,0.645,4.68,6.13,9.65,6.1,No
57d80de7-fde8-4510-af0b-70bd384807fc,54,36.74,1,8,0.426,0.0048,1,No,3.8,0.735,5,5.9,9.32,5.8,No
768b2979-a62b-481e-99e6-20da2f130db4,11,47.17,1,11,0.313,0.0016,1,No,0,0.711,4.73,4.48,9.06,4.9,No
37b42441-45da-42f4-9394-d475afd8682d,10,70.88,3,26,0.509,0.0104,1,No,5,0.652,2.95,5.47,7.25,6.1,No
a8f3b9ae-4eb3-4867-8da5-fba9adefcc32,1,58.75,1,36,0.457,0.0072,1,Yes,3.2,0.525,4,4.3,8.31,5.8,No
f226f9d7-0271-4bda-91e0-80513eddd148,10,291.08,3,11,0.416,0.0008,1,Yes,3.6,0.616,2.69,5.75,7.02,4.2,No
dc43b630-5c9b-49a0-bddf-f3b08d1a7260,25,40.12,7,3,0.682,0.1936,0,No,3.3,0.766,4.87,6.18,9.22,7.5,No
946d2543-aea6-43ca-b173-ef0761ffb244,16,164.44,9,18,0.469,0.0232,1,Yes,5.8,0.614,3.46,6.33,7.72,5.3,No
18cb02fb-355b-4ca4-b46c-f0ac0361de93,55,80.55,1,81,0.224,0.0136,1,No,2.1,0.742,4.47,1.68,8.76,4.1,Yes
df38028e-d628-4d8c-bff6-4daf3989cb80,59,95.74,15,22,0.21,0.072,0,Yes,0,0.547,4.25,4.4,9.01,3.9,No
71d9042f-eea7-4e98-aae6-e4310f2f21c3,38,72.18,10,57,0.125,0.0104,1,No,4.2,0.455,3.68,3.88,7.98,3.4,No
1e7f3a7b-8161-47d0-8c7a-7b6021a33075,54,21.54,1,60,0.269,0.0024,1,No,4.5,0.454,4.11,3.53,8.44,4.8,No
a272167f-4471-490e-b2dc-44445a5e04ba,32,41.88,1,150,0.122,0.0296,0,No,5.1,0.944,3.59,1.73,8.49,3.6,Yes
7fe590a0-be9c-4b93-8c65-5e59aa4c9fc6,52,55.82,14,27,0.272,0.1144,0,Yes,5.5,0.85,3.8,5.95,8.42,4.6,No
58b01e65-83ba-456e-bdb9-30c017ddad28,25,128.33,13,13,0.269,0.0032,2,No,3.6,0.907,4.47,5.98,8.13,4.1,No
4250c88c-4b43-4486-a12e-6a254ab59ddc,13,39.86,1,11,0.235,0.0456,1,No,3.5,0.622,4.07,5.65,8.25,4.4,No
23090da1-4114-4aa3-95fb-4b50f7d9730e,43,132.87,1,73,0.359,0.0192,0,Yes,6,0.881,3.48,3.38,8.42,4.7,Yes
e534898a-d27c-4380-989c-3cc04754dbde,16,25.88,1,3,0.251,0.0376,0,No,0,0.583,2.5,4.88,7.37,4.6,No
788ea6c3-df69-4ee3-8f4d-bca09c3c2c52,50,110.61,13,11,0.172,0.052,1,Yes,4.9,0.613,3.16,6.52,7.32,3.5,No
20ec9a02-1575-4902-87c8-d085accb4c69,41,72.5,11,43,0.196,0,1,No,3.2,0.716,3.53,4.28,7.86,3.9,No
cf7294ea-4765-4749-adec-5f079aee9f4a,20,85.82,6,19,0.237,0.0768,1,Yes,6.8,0.602,4.35,6.52,8.43,4.1,No
e26eeb85-5ac5-48eb-9964-843012b8258f,28,216.38,15,24,0.151,0.1776,2,No,4.4,0.536,3.18,5.77,6.25,2.8,No
fac8307f-49e6-4153-96f7-d6ee3bef9ffd,60,215.93,1,6,0.31,0.0696,0,No,3.7,0.774,3.71,5.97,8.48,3.9,No
04eee3f3-0fc1-4880-87f9-aae1958499d4,8,66.66,3,2,0.172,0.0096,0,No,6.5,0.532,4.09,7.17,9.06,3.8,No
136e9cee-cccf-437f-9929-0bece671b540,57,57.3,29,59,0.158,0.2584,2,No,1.3,0.648,3.91,3.45,6.72,3.8,Yes
8330d401-3c98-45b5-b785-dd1d8bfb7d99,31,110.27,1,12,0.275,0.1312,1,No,4.1,0.483,3.81,5.8,7.71,4.3,No
fc42a99a-54a6-46ea-914a-920a1f6db5b6,54,29.08,14,10,0.288,0.0688,1,No,5.8,0.571,3.47,6.9,7.57,4.8,No
a106a5f7-2d79-4bbe-bbbb-41e64e8e9ada,28,75.74,1,69,0.185,0.0568,0,No,0,0.488,5,1.58,9.81,3.8,Yes
c41aa465-182c-41a2-90d7-2f54299495d1,29,80.65,8,11,0.265,0.028,0,No,4.8,0.495,4.27,6.32,9.18,4.4,No
6112a278-2677-4b38-898a-12887e8536ee,42,68.74,53,56,0.148,0.1224,0,No,0,0.643,4.07,3.87,8.66,3.6,No
9245b50c-9d20-4cc6-9a20-146fbd6e7386,34,20.33,18,5,0.14,0.0088,3,Yes,2,0.407,3.13,6.02,6.1,3.9,No
8e116176-ea3d-4e05-a76f-78c755ed686a,37,26.09,10,60,0.247,0.1872,3,No,0.3,0.761,4.27,2.43,6.65,4.6,Yes
93cebc61-83b6-42ef-ba39-e81754eb3d99,42,70.63,1,86,0.115,0.0416,0,No,4.7,0.545,3.01,2.3,7.87,3.4,Yes
38a8ddc6-56c3-4b2c-a5de-18f3b05dfc89,60,32.17,1,98,0.372,0.0736,1,No,5,0.319,3.42,1.8,7.51,5.4,Yes
4d6675d8-3779-40a8-8eb0-ffdfe67360ab,20,96.06,6,17,0.115,0.0864,1,No,5.3,0.553,4.53,6.12,8.58,3.2,No
6cee3264-f5aa-4287-945f-ee1e90842240,5,37.93,3,4,0.299,0.1744,1,No,5.4,0.956,3.78,6.7,7.53,4.9,No
5740518b-7910-4c21-91b0-5b37f209ea72,27,167.52,7,21,0.23,0.0768,2,No,2.9,0.819,2.7,5.15,6.11,3.6,No
1a80fcfd-65df-4b1b-a085-c99bf2f6bdd0,37,149.36,1,6,0.219,0.0088,0,No,3.9,0.482,4.93,6.03,9.9,3.6,No
24dd795e-2b28-4e9b-8374-557d5befdf8c,37,79.78,1,16,0.287,0.0392,0,No,2.6,0.988,5,5.1,9.87,4.5,No
b62c0556-cc13-4140-80b8-20010b10f879,31,102.8,1,4,0.366,0.0464,1,No,0.7,0.689,4.32,5.07,8.5,4.9,No
fc765b4a-f1bd-4a6c-acea-ab30ef71f904,33,85.72,1,22,0.347,0.1504,0,No,4.3,0.314,3.97,5.37,8.47,4.9,No
6e903877-5229-49c6-ac49-5149748fa906,48,65.36,1,6,0.05,0.1112,1,No,3,0.712,3.98,5.73,7.94,3,No
8a33c7f4-bb1d-4194-95e6-a64bec73a013,32,82.91,1,17,0.519,0.0888,0,No,4.5,0.538,3.9,5.68,8.6,6.1,No
e8cd2b32-7ace-4f0a-a50d-3da5315b9269,17,33.94,5,5,0.628,0.152,4,No,4.5,0.304,2.92,6.42,4.75,7.2,No
9dd187b6-d160-4e0f-a1e9-f0b125f6b11b,43,105.46,11,13,0.442,0.0048,1,No,3.1,0.509,5,5.75,9.32,5.5,No
14eaac38-d249-4d81-a6a5-f2a45a2dcb75,23,66.08,12,78,0.134,0.0024,1,No,3.1,0.385,5,2.53,9.33,3.5,Yes
6de89f47-9df0-4f46-af34-7875310ca622,48,41.44,1,45,0.273,0.2352,1,No,3.9,0.558,3.58,4.08,7.13,4.7,Yes
f6e55d7d-14de-499c-8fea-17a627e2e361,45,85.32,12,4,0.149,0.1608,1,No,2.4,0.837,3.84,6,7.64,3.5,No
a7207fbe-cd8c-415d-b034-180ab8b78346,41,71.55,11,3,0.388,0.0704,2,No,0,0.872,4.17,5.22,7.6,5.3,No
3c0c59b1-3522-4d64-9b5c-99f3f3d1b260,37,62.36,10,8,0.287,0.0456,0,No,3.9,0.273,3.04,6.23,7.89,4.6,No
68427fbd-ea8a-43e1-b95f-322eccadfe6d,59,92.2,1,25,0.091,0.0408,1,No,1.5,0.701,5,4.28,9.2,3.1,No
e2d50d5a-feb6-4c88-bbf6-3fd8dd0dd3cb,57,102.9,1,7,0.127,0,0,No,0.8,0.241,3.87,4.95,8.87,3.3,No
fc02c979-bc67-4008-b2d8-3ee39d3143d7,17,186.06,5,35,0.199,0.0864,2,No,5,0.841,3.75,5.08,7.13,3.3,No
ca5916c3-79aa-45b7-8b89-101de1569d46,48,159.36,13,13,0.074,0.0224,0,No,3.9,0.591,4.72,6.08,9.65,2.6,No
42c7639d-7965-481e-ab5a-3b5509868839,18,219.23,5,39,0.267,0.0128,0,No,3.5,0.389,4.59,4.38,9.55,3.6,No
e761771b-3e90-432c-af92-3a881f5530a5,14,59.34,4,10,0.828,0.0488,0,Yes,5.6,0.455,4.92,6.5,9.76,8.4,No
0a34c53e-78fa-4725-b709-ddd5434a2718,60,56.69,1,64,0.16,0.036,0,No,4.2,0.647,2.35,3.23,7.23,3.8,No
0b7ed55b-fd66-4d5c-b07f-89de9388f83e,16,55.96,9,4,0.204,0.0104,3,No,2.9,0.826,1.81,6.07,4.78,4.1,No
9ad9f950-6529-4887-8573-1db81029eda5,24,33.17,19,18,0.173,0.02,1,No,3.8,0.886,4.02,6,8.29,4,No
51530153-af0f-428e-9a68-bf316e87e663,39,128.57,20,2,0.449,0.1296,2,Yes,4.9,0.105,4.09,7.2,7.32,5.4,No
436f075d-5436-413c-88f9-5cc01da95174,3,62.16,1,11,0.547,0.1632,2,No,1.5,0.799,2.04,4.98,5.16,6.5,No
c8fcb62b-5e3a-4735-83bd-baa34b91388d,13,87.04,4,20,0.481,0.0696,0,No,2.7,0.581,4.06,5.03,8.83,5.8,No
6256c49d-2251-4b22-b471-3d7026087c36,39,64.66,10,23,0.344,0.136,1,No,1.4,0.944,4.28,4.65,8.16,5,No
